,date,open,high,low,close,volume
0,2020-06-22 09:30:00+05:30,94.0,94.0,94.0,94.0,0
1,2020-06-22 09:31:00+05:30,94.0,94.0,94.0,94.0,0
2,2020-06-22 09:32:00+05:30,94.0,94.0,94.0,94.0,0
3,2020-06-22 09:34:00+05:30,94.0,94.0,94.0,94.0,0
4,2020-06-22 09:35:00+05:30,94.0,94.0,94.0,94.0,0
5,2020-06-22 09:36:00+05:30,94.0,94.0,94.0,94.0,0
6,2020-06-22 09:42:00+05:30,94.0,94.0,94.0,94.0,0
7,2020-06-22 09:43:00+05:30,94.0,94.0,94.0,94.0,0
8,2020-06-22 09:46:00+05:30,94.0,94.0,94.0,94.0,0
9,2020-06-22 09:53:00+05:30,94.05,94.05,94.05,94.05,75
10,2020-06-22 09:54:00+05:30,94.05,94.05,94.05,94.05,0
11,2020-06-22 09:57:00+05:30,94.05,94.05,94.05,94.05,0
12,2020-06-22 09:59:00+05:30,94.05,94.05,94.05,94.05,0
13,2020-06-22 10:00:00+05:30,94.05,94.05,94.05,94.05,0
14,2020-06-22 10:01:00+05:30,94.05,94.05,94.05,94.05,0
15,2020-06-22 10:02:00+05:30,98.1,98.1,98.1,98.1,75
16,2020-06-22 10:04:00+05:30,98.1,98.1,98.1,98.1,0
17,2020-06-22 10:05:00+05:30,98.1,98.1,98.1,98.1,0
18,2020-06-22 10:06:00+05:30,98.1,98.1,98.1,98.1,0
19,2020-06-22 10:07:00+05:30,98.1,98.1,98.1,98.1,0
20,2020-06-22 10:08:00+05:30,98.1,98.1,98.1,98.1,0
21,2020-06-22 10:09:00+05:30,98.1,98.1,98.1,98.1,0
22,2020-06-22 10:10:00+05:30,98.1,98.1,98.1,98.1,0
23,2020-06-22 10:11:00+05:30,98.1,98.1,98.1,98.1,0
24,2020-06-22 10:12:00+05:30,98.1,98.1,98.1,98.1,0
25,2020-06-22 10:13:00+05:30,98.1,98.1,98.1,98.1,0
26,2020-06-22 10:14:00+05:30,98.1,98.1,98.1,98.1,0
27,2020-06-22 10:15:00+05:30,98.1,98.1,98.1,98.1,0
28,2020-06-22 10:16:00+05:30,98.1,98.1,98.1,98.1,0
29,2020-06-22 10:17:00+05:30,98.1,98.1,98.1,98.1,0
30,2020-06-22 10:18:00+05:30,98.1,98.1,98.1,98.1,0
